嗚呼;ꜛaꜜあ
きめ出す;kiꜛめだꜜす
決め球;kiꜛめだま
きめつける;kiꜛめつ*けꜜる
決め手;kiꜛめて
決め所;kiꜛめどころ
決める;kiꜛめる
鬼面;kiꜛめん
鬼面;ꜛkiꜜめん
肝;kiꜛもꜜ
肝いり;kiꜛもいり
肝入り;kiꜛもいり
肝煎り;kiꜛもいり
肝いり;kiꜛもいりꜜ
肝入り;kiꜛもいりꜜ
肝煎り;kiꜛもいりꜜ
肝吸い;kiꜛもすい
肝吸い;kiꜛもꜜすい
肝玉;kiꜛもだまꜜ
肝玉;kiꜛもだま
肝玉;kiꜛもったまꜜ
肝っ玉;kiꜛもったまꜜ
肝玉;kiꜛもったꜜま
肝っ玉;kiꜛもったꜜま
肝試し;kiꜛもだꜜめし
気持;kiꜛもち
着物;kiꜛもの
着物地;kiꜛものじ
鬼門;kiꜛもん
疑問;giꜛもん
疑問詞;giꜛもꜜんし
疑問点;giꜛもꜜんてん
疑問符;giꜛもꜜんふ
疑問文;giꜛもꜜんぶん
ギヤ;ꜛgiꜜや
規約;kiꜛやく
脚;ꜛkiゃꜜく
客;kiゃꜛく
逆;giゃꜛく
ギャグ;ꜛgiゃꜜぐ
客足;kiゃꜛくあし
逆足;giゃꜛくあし
客あしらい;kiゃꜛくあꜜしらい
客扱い;kiゃꜛくあꜜつ*かい
客員;kiゃꜛくいん
脚韻;kiゃꜛくいん
客受け;kiゃꜛくうけ
逆運;giゃꜛくうん
客演;kiゃꜛくえん
逆縁;giゃꜛくえん
逆回転;giゃꜛく*かꜜいてん
逆為替;giゃꜛく*かꜜわせ
逆為替;giゃꜛくが~ꜜわせ
客語;kiゃꜛくご~
逆効果;giゃꜛく*こꜜうか
逆コース;giゃꜛく*こꜜうす
逆光線;giゃꜛく*こꜜうせん
客座敷;kiゃꜛくざꜜし*き
虐殺;giゃꜛく*さつ
逆ざや;giゃꜛくざや
逆鞘;giゃꜛくざや
逆算;giゃꜛく*さん
客死;kiゃꜛく*し
客室;kiゃꜛくし*つ
逆指名;giゃꜛく*しꜜめい
客車;kiゃꜛく*しゃ
逆襲;giゃꜛく*しゅう
逆順;giゃꜛくじゅん
逆上;giゃꜛくじょう
客商売;kiゃꜛく*しょꜜうばい
脚色;kiゃꜛく*しょく
客人;kiゃꜛくじん
逆臣;giゃꜛく*しん
逆数;giゃꜛく*すꜜう
客好き;kiゃꜛくずき
客筋;kiゃꜛく*すじ
客筋;kiゃꜛく*すꜜじ
客勤め;kiゃꜛくずꜜとめ
虐政;giゃꜛく*せい
逆性せっけん;giゃꜛく*せいせꜜっけん
逆性石鹸;giゃꜛく*せいせꜜっけん
客席;kiゃꜛく*せき
逆説;giゃꜛく*せつ
逆接;giゃꜛく*せつ
逆説的;giゃꜛく*せつ*てき
客船;kiゃꜛく*せん
客ぜん;kiゃꜛくぜん
客膳;kiゃꜛくぜん
逆宣伝;giゃꜛく*せꜜんでん
脚線美;kiゃꜛく*せꜜんび
客僧;kiゃꜛく*そう
客層;kiゃꜛく*そう
逆走;giゃꜛく*そう
逆賊;giゃꜛくぞく
客体;kiゃꜛく*たい
虐待;giゃꜛく*たい
客種;kiゃꜛくだね
逆探知;giゃꜛく*たꜜんち
脚注;kiゃꜛく*ちゅう
逆手;giゃꜛく*て
逆手;さꜛかて
逆転;giゃꜛく*てん
逆転勝ち;giゃꜛく*てんが~ち
逆転負け;giゃꜛく*てんまけ
客土;ꜛkiゃꜜくど
客止め;kiゃꜛくどめ
客引き;kiゃꜛくひ*き
客引き;kiゃꜛくひ*きꜜ
逆日歩;giゃꜛく*ひぶ
逆比例;giゃꜛく*ひꜜれい
脚部;ꜛkiゃꜜくぶ
逆風;giゃꜛく*ふう
客分;kiゃꜛくぶん
客分;kiゃꜛくꜜぶん
脚本;kiゃꜛく*ほん
脚本家;kiゃꜛく*ほんか
客間;kiゃꜛくま
客待ち;kiゃꜛくまち
逆モーション;giゃꜛくもꜜうしょん
逆戻り;giゃꜛくもꜜどり
逆戻り;giゃꜛくもどり
逆輸出;giゃꜛくゆꜜし*ゅつ
逆輸入;giゃꜛくゆꜜにゅう
客用;kiゃꜛくよう
逆用;giゃꜛくよう
客寄せ;kiゃꜛくよせ
逆流;giゃꜛくりゅう
脚力;kiゃꜛくꜜりょく
脚力;kiゃꜛくりょく
ギャザー;ꜛgiゃꜜざあ
華奢;kiゃꜛしゃ
気安い;kiꜛやすꜜい
気安い;kiꜛやすい
キャスター;ꜛkiゃꜜす*たあ
キャスチングボート;kiゃꜛす*ちんぐ~ぼꜜうと
キャスティング;kiゃꜛす*てぃんぐ~
キャスト;ꜛkiゃꜜす*と
気休め;kiꜛやすめ
気休め;kiꜛやすめꜜ
着やせ;kiꜛやせ
脚立;kiゃꜛたつ
脚下;ꜛkiゃꜜっか
却下;ꜛkiゃꜜっか
却下;kiゃꜛっか
客観;kiゃꜛっかん
客観的;kiゃꜛっかんてき
逆境;giゃꜛっきょう
脚光;kiゃꜛっこう
逆行;giゃꜛっこう
逆光;giゃꜛっこう
逆効果;giゃꜛっこꜜうか
逆コース;giゃꜛっこꜜうす
逆光線;giゃꜛっこꜜうせん
キャッシュ;ꜛkiゃꜜっしゅ
キャッシュカード;kiゃꜛっし*ゅかꜜあど
キャッシュレジスター;kiゃꜛっしゅれꜜじす*たあ
キャッシュレス;ꜛkiゃꜜっしゅれす
キャッチ;ꜛkiゃꜜっち
キャッチフレーズ;kiゃꜛっちふれꜜえず
キャッチボール;kiゃꜛっちぼꜜうる
キャッチホン;kiゃꜛっち*ꜜほん
キャッチャー;ꜛkiゃꜜっちゃあ
キャッチャーボート;kiゃꜛっちゃあぼꜜうと
キャッツアイ;kiゃꜛっつあꜜい
キャップ;ꜛkiゃꜜっぷ
キャップ;kiゃꜛっぷ
ギャップ;giゃꜛっぷ
ギャップ;ꜛgiゃꜜっぷ
キャディー;ꜛkiゃꜜでぃい
キャパシティー;kiゃꜛぱꜜし*てぃい
ギャバジン;ꜛgiゃꜜばじん
キャバレー;ꜛkiゃꜜばれえ
脚絆;kiゃꜛはん
キャビア;ꜛkiゃꜜびあ
キャピタル;ꜛkiゃꜜぴ*たる
キャビネ;ꜛkiゃꜜびね
キャビネ;kiゃꜛびね
キャビネット;ꜛkiゃꜜびねっと
キャビネット;kiゃꜛびねꜜっと
キャビン;ꜛkiゃꜜびん
キャプション;ꜛkiゃꜜぷ*しょん
キャプテン;ꜛkiゃꜜぷ*てん
ぎゃふんと;giゃꜛふꜜんと
キャベツ;ꜛkiゃꜜべつ
ギヤマン;giꜛやまん
気病み;kiꜛやみ
キャミソール;kiゃꜛみそꜜうる
伽羅;ꜛkiゃꜜら
伽羅;kiゃꜛら
ギャラ;ꜛgiゃꜜら
キャラクター;ꜛkiゃꜜらく*たあ
キャラクター;kiゃꜛらꜜく*たあ
キャラコ;ꜛkiゃꜜらこ
キャラバン;ꜛkiゃꜜらばん
伽羅蕗;kiゃꜛらぶき
きゃら木;kiゃꜛらꜜぼく
伽羅木;kiゃꜛらꜜぼく
キャラメル;kiゃꜛらめる
ギャラリー;ꜛgiゃꜜらりい
木遣り;kiꜛやり
キャリア;ꜛkiゃꜜりあ
キャリアウーマン;kiゃꜛりあうꜜうまん
木遣り音頭;kiꜛやりおꜜんど
ギャルソン;ꜛgiゃꜜるそん
ギャロップ;ꜛgiゃꜜろっぷ
キャロル;ꜛkiゃꜜろる
ギャング;ꜛgiゃꜜんぐ~
キャンセル;ꜛkiゃꜜんせる
キャンセル待ち;kiゃꜛんせるまち
キャンデー;ꜛkiゃꜜんでえ
キャンドル;ꜛkiゃꜜんどる
キャンバス;ꜛkiゃꜜんばす
キャンパス;ꜛkiゃꜜんぱす
キャンピングカー;kiゃꜛんぴんぐ~ꜜかあ
キャンピングカー;kiゃꜛんぴんぐ~かꜜあ
キャンプ;ꜛkiゃꜜんぷ
キャンプファイア;kiゃꜛんぷ*ふぁꜜいあ
ギャンブラー;ꜛgiゃꜜんぶらあ
ギャンブル;ꜛgiゃꜜんぶる
キャンペーン;kiゃꜛんぺꜜえん
き憂;kiꜛゆう
杞憂;kiꜛゆう
九;ꜛkiゅꜜう
級;ꜛkiゅꜜう
球;ꜛkiゅꜜう
旧;ꜛkiゅꜜう
笈;ꜛkiゅꜜう
キュー;ꜛkiゅꜜう
急;kiゅꜛう
灸;kiゅꜛう
牛;ꜛgiゅꜜう
求愛;kiゅꜛうあい
旧悪;kiゅꜛうあく
旧悪;ꜛkiゅꜜうあく
球威;ꜛkiゅꜜうい
級位;ꜛkiゅꜜうい
吸引;kiゅꜛういん
吸飲;kiゅꜛういん
牛飲馬食;giゅꜛういんばしょく
牛飲馬食;giゅꜛういんばꜜしょく
牛飲馬食;giꜛゅういꜜんばꜛしょく
吸引力;kiゅꜛういꜜんりょく
救援;kiゅꜛうえん
休演;kiゅꜛうえん
旧縁;kiゅꜛうえん
休園;kiゅꜛうえん
球宴;kiゅꜛうえん
救援物資;kiゅꜛうえんぶꜜっし
救援米;kiゅꜛうえんまい
旧恩;kiゅꜛうおん
吸音;kiゅꜛうおん
旧家;ꜛkiゅꜜうか
旧家;kiゅꜛうか
休暇;kiゅꜛうか
休会;kiゅꜛうかい
球界;kiゅꜛうかい
休会明け;kiゅꜛうかいあけ
きゅう覚;kiゅꜛうかく
嗅覚;kiゅꜛうかく
きゅう覚;ꜛkiゅꜜうかく
嗅覚;ꜛkiゅꜜうかく
休学;kiゅꜛうが~く
休火山;kiゅꜛうかꜜざん
旧かな;kiゅꜛうかな
旧仮名遣い;kiゅꜛうかなずꜜかい
旧仮名遣い;kiゅꜛうかなづꜜかい
旧株;ꜛkiゅꜜうかぶ
急患;kiゅꜛうかん
休刊;kiゅꜛうかん
休館;kiゅꜛうかん
旧慣;kiゅꜛうかん
旧館;kiゅꜛうかん
休閑地;kiゅꜛうかꜜんち
九官鳥;kiゅꜛうかんちょう
吸気;ꜛkiゅꜜうき
球技;ꜛkiゅꜜうぎ~
球戯;ꜛkiゅꜜうぎ~
旧宜;ꜛkiゅꜜうぎ~
キューキュー;ꜛkiゅꜜうきゅう
救急;kiゅꜛうきゅう
汲々;kiゅꜛうきゅう
ぎゅうぎゅう;ꜛgiゅꜜうぎゅう
ぎゅうぎゅう;giゅꜛうぎゅう
救急車;kiゅꜛうきゅꜜうしゃ
九牛の一毛;kiꜛゅうぎ~ゅうꜜのいꜛちもう
救急箱;kiゅꜛうきゅꜜうばこ
旧居;ꜛkiゅꜜうきょ
急きょ;ꜛkiゅꜜうきょ
急遽;ꜛkiゅꜜうきょ
旧教;ꜛkiゅꜜうきょう
窮境;kiゅꜛうきょう
休業;kiゅꜛうぎ~ょう
休業日;kiゅꜛうぎ~ょꜜうび
休漁期;kiゅꜛうぎ~ょꜜき
休漁期;kiゅꜛうりょꜜうき
喜遊曲;kiꜛゆꜜうきょく
究極;kiゅꜛうきょく
究極的;kiゅꜛうきょく*てき
給金;ꜛkiゅꜜうきん
球菌;kiゅꜛうきん
給金直し;kiゅꜛうきんなꜜおし
窮屈;ꜛkiゅꜜうく*つ
義勇軍;giꜛゆꜜうぐ~ん
休憩;kiゅꜛうけい
求刑;kiゅꜛうけい
球形;kiゅꜛうけい
球茎;kiゅꜛうけい
弓形;kiゅꜛうけい
休憩室;kiゅꜛうけꜜいし*つ
休憩所;kiゅꜛうけいじょ
休憩所;kiゅꜛうけいじょꜜ
急激;kiゅꜛうげ~き
旧劇;kiゅꜛうげ~き
吸血;kiゅꜛうけつ
給血;kiゅꜛうけつ
吸血鬼;kiゅꜛうけꜜつ*き
吸血鬼;kiゅꜛうけつ*ꜜき
給源;kiゅꜛうげ~ん
救護;ꜛkiゅꜜうご~
急行;kiゅꜛうこう
休校;kiゅꜛうこう
休講;kiゅꜛうこう
旧交;kiゅꜛうこう
旧稿;kiゅꜛうこう
休耕;kiゅꜛうこう
糾合;kiゅꜛうご~う
急降下;kiゅꜛうこꜜうか
急行軍;kiゅꜛうこꜜうぐ~ん
急行券;kiゅꜛうこꜜうけん
急行列車;kiゅꜛうこうれꜜっしゃ
救国;kiゅꜛうこく
急告;kiゅꜛうこく
急ごしらえ;kiゅꜛうご~ꜜしらえ
救護班;kiゅꜛうご~ꜜはん
球根;kiゅꜛうこん
求婚;kiゅꜛうこん
救済;kiゅꜛうさい
休載;kiゅꜛうさい
旧作;kiゅꜛうさく
窮策;kiゅꜛうさく
球史;ꜛkiゅꜜうし
旧師;ꜛkiゅꜜうし
急使;ꜛkiゅꜜうし
九死;ꜛkiゅꜜうし
きゅう歯;ꜛkiゅꜜうし
臼歯;ꜛkiゅꜜうし
旧し;ꜛkiゅꜜうし
旧址;ꜛkiゅꜜうし
休止;kiゅꜛうし
急死;kiゅꜛうし
給仕;ꜛkiゅꜜうじ
球児;ꜛkiゅꜜうじ
牛脂;ꜛgiゅꜜうし
牛耳;ꜛgiゅꜜうじ
旧式;kiゅꜛうし*き
旧識;kiゅꜛうし*き
旧字体;kiゅꜛうじꜜたい
旧字体;kiゅꜛうじたい
球質;kiゅꜛうし*つ
休日;kiゅꜛうじつ
吸湿性;kiゅꜛうし*つせい
給仕人;kiゅꜛうじにん
給仕人;kiゅꜛうじꜜにん
休止符;kiゅꜛうしꜜふ
きゅう舎;ꜛkiゅꜜうしゃ
鳩舎;ꜛkiゅꜜうしゃ
厩舎;ꜛkiゅꜜうしゃ
きゅう車;ꜛkiゅꜜうしゃ
柩車;ꜛkiゅꜜうしゃ
牛車;ꜛgiゅꜜうしゃ
牛舎;ꜛgiゅꜜうしゃ
急斜面;kiゅꜛうしゃꜜめん
旧主;ꜛkiゅꜜうしゅ
きゅう首;ꜛkiゅꜜうしゅ
鳩首;ꜛkiゅꜜうしゅ
球種;kiゅꜛうしゅ
吸収;kiゅꜛうしゅう
急襲;kiゅꜛうしゅう
旧習;kiゅꜛうしゅう
吸収剤;kiゅꜛうしゅꜜうざい
吸収力;kiゅꜛうしゅꜜうりょく
救出;kiゅꜛうし*ゅつ
救じゅつ;kiゅꜛうじゅつ
救恤;kiゅꜛうじゅつ
弓術;kiゅꜛうじゅつ
弓術;ꜛkiゅꜜうじゅつ
急しゅん;kiゅꜛうしゅん
急峻;kiゅꜛうしゅん
急所;kiゅꜛうしょ
急所;kiゅꜛうしょꜜ
救助;ꜛkiゅꜜうじょ
旧称;kiゅꜛうしょう
球場;kiゅꜛうじょう
休場;kiゅꜛうじょう
球状;kiゅꜛうじょう
窮状;kiゅꜛうじょう
宮城;kiゅꜛうじょう
旧正月;kiゅꜛうしょꜜうが~つ
急上昇;kiゅꜛうじょꜜうしょう
休職;kiゅꜛうしょく
求職;kiゅꜛうしょく
給食;kiゅꜛうしょく
救助船;kiゅꜛうじょせん
救助隊;kiゅꜛうじょたい
救助袋;kiゅꜛうじょぶꜜくろ
牛耳る;giゅꜛうじꜜる
球審;kiゅꜛうしん
休診;kiゅꜛうしん
旧臣;kiゅꜛうしん
急進;kiゅꜛうしん
求心;kiゅꜛうしん
急診;kiゅꜛうしん
急伸;kiゅꜛうしん
求人;kiゅꜛうじん
旧人;kiゅꜛうじん
求人広告;kiゅꜛうじんこꜜうこく
急進的;kiゅꜛうしんてき
九じんの功;kiゅꜛうじんのこꜜう
九仭の功;kiゅꜛうじんのこꜜう
急進派;kiゅꜛうしんは
求心力;kiゅꜛうしꜜんりょく
休す;ꜛkiゅꜜうす
急須;kiゅꜛうす
給水;kiゅꜛうすい
給水車;kiゅꜛうすꜜいしゃ
給水制限;kiゅꜛうすいせꜜいげ~ん
給水船;kiゅꜛうすいせん
給水栓;kiゅꜛうすいせん
給水船;kiゅꜛうすꜜいせん
給水栓;kiゅꜛうすꜜいせん
級数;kiゅꜛうすꜜう
ぎゅう詰め;giゅꜛうずめ
ぎゅう詰め;giゅꜛうづめ
給する;kiゅꜛうすꜜる
窮する;kiゅꜛうすꜜる
急性;kiゅꜛうせい
九星;kiゅꜛうせい
旧制;kiゅꜛうせい
旧姓;kiゅꜛうせい
救世;kiゅꜛうせい
急逝;kiゅꜛうせい
救世軍;kiゅꜛうせꜜいぐ~ん
救世主;kiゅꜛうせꜜいしゅ
急性肺炎;kiゅꜛうせいはꜜいえん
旧世界;kiゅꜛうせꜜかい
旧跡;kiゅꜛうせき
急設;kiゅꜛうせつ
旧説;kiゅꜛうせつ
旧石器時代;kiゅꜛうせっきじꜜだい
休戦;kiゅꜛうせん
急戦;kiゅꜛうせん
急先ぽう;kiゅꜛうせꜜんぽう
急先鋒;kiゅꜛうせꜜんぽう
休戦ラッパ;kiゅꜛうせんらꜜっぱ
泣訴;ꜛkiゅꜜうそ
窮鼠;ꜛkiゅꜜうそ
急送;kiゅꜛうそう
急造;kiゅꜛうぞう
急増;kiゅꜛうぞう
休息;kiゅꜛうそく
急速;kiゅꜛうそく
球速;kiゅꜛうそく
九族;ꜛkiゅꜜうぞく
休息時間;kiゅꜛうそくじꜜかん
旧卒;kiゅꜛうそつ
球体;kiゅꜛうたい
旧態;kiゅꜛうたい
及第;kiゅꜛうだい
及第点;kiゅꜛうだꜜいてん
旧大陸;kiゅꜛうたꜜいりく
旧宅;kiゅꜛうたく
糾弾;kiゅꜛうだん
球団;kiゅꜛうだん
義勇団;giꜛゆꜜうだん
窮地;ꜛkiゅꜜうち
旧知;ꜛkiゅꜜうち
吸着;kiゅꜛうちゃく
宮中;ꜛkiゅꜜうちゅう
宮中;kiゅꜛうちゅう
宮中三殿;kiゅꜛうちゅうさꜜんでん
宮中喪;kiゅꜛうちゅꜜうも
窮鳥;kiゅꜛうちょう
急調;kiゅꜛうちょう
急潮;kiゅꜛうちょう
級長;kiゅꜛうちょう
級長;ꜛkiゅꜜうちょう
急追;kiゅꜛうつい
宮廷;kiゅꜛうてい
休廷;kiゅꜛうてい
宮廷楽手;kiゅꜛうていがꜜく*しゅ
宮廷歌手;kiゅꜛうていかꜜしゅ
急停車;kiゅꜛうてꜜいしゃ
きゅう敵;kiゅꜛうてき
仇敵;kiゅꜛうてき
急転;kiゅꜛうてん
九天;kiゅꜛうてん
きゅう点;kiゅꜛうてん
灸点;kiゅꜛうてん
宮殿;kiゅꜛうでん
休電;kiゅꜛうでん
給電;kiゅꜛうでん
給電線;kiゅꜛうでんせん
急転直下;kiゅꜛうてんちょꜜっか
急テンポ;kiゅꜛうてꜜんぽ
旧都;ꜛkiゅꜜうと
キュート;ꜛkiゅꜜうと
旧冬;kiゅꜛうとう
急騰;kiゅꜛうとう
給湯;kiゅꜛうとう
旧とう;kiゅꜛうとう
旧套;kiゅꜛうとう
弓道;ꜛkiゅꜜうどう
旧道;kiゅꜛうどう
牛痘;giゅꜛうとう
牛刀;giゅꜛうとう
牛なべ;giゅꜛうなべ
牛鍋;giゅꜛうなべ
救難;kiゅꜛうなん
急に;kiゅꜛうに
牛肉;giゅꜛうにく
吸入;kiゅꜛうにゅう
牛乳;giゅꜛうにゅう
吸入器;kiゅꜛうにゅꜜうき
牛乳屋;giゅꜛうにゅうや
旧年;kiゅꜛうねん
旧派;ꜛkiゅꜜうは
急派;ꜛkiゅꜜうは
急派;kiゅꜛうは
急場;kiゅꜛうば
牛馬;ꜛgiゅꜜうば
給排水;kiゅꜛうはꜜいすい
急迫;kiゅꜛうはく
窮迫;kiゅꜛうはく
急坂;kiゅꜛうはん
旧版;kiゅꜛうはん
旧藩;kiゅꜛうはん
吸盤;kiゅꜛうばん
きゅう肥;ꜛkiゅꜜうひ
厩肥;ꜛkiゅꜜうひ
給費;ꜛkiゅꜜうひ
給費;kiゅꜛうひ
牛皮;giゅꜛうひ
求肥;giゅꜛうひ
キューピー;ꜛkiゅꜜうぴい
キュービズム;kiゅꜛうびꜜずむ
給費生;kiゅꜛうひ*ꜜせい
急ピッチ;kiゅꜛうぴ*ꜜっち
キューピッド;ꜛkiゅꜜうぴっど
急病;kiゅꜛうびょう
急病人;kiゅꜛうびょうにん
急病人;kiゅꜛうびょꜜうにん
急便;kiゅꜛうびん
給付;ꜛkiゅꜜうふ
給付;kiゅꜛうふ
休部;kiゅꜛうぶ
急ブレーキ;kiゅꜛうぶれꜜえき
旧聞;kiゅꜛうぶん
牛ふん;giゅꜛうふん
牛糞;giゅꜛうふん
旧弊;kiゅꜛうへい
急変;kiゅꜛうへん
急募;ꜛkiゅꜜうぼ
急募;kiゅꜛうぼ
牛歩;ꜛgiゅꜜうほ
きゅう砲;ꜛkiゅꜜうほう
臼砲;ꜛkiゅꜜうほう
急報;kiゅꜛうほう
旧法;kiゅꜛうほう
窮乏;kiゅꜛうぼう
旧盆;kiゅꜛうぼん
休眠;kiゅꜛうみん
救民;kiゅꜛうみん
窮民;kiゅꜛうみん
急務;ꜛkiゅꜜうむ
休務;ꜛkiゅꜜうむ
きゅう務員;kiゅꜛうむꜜいん
厩務員;kiゅꜛうむꜜいん
旧名;kiゅꜛうめい
究明;kiゅꜛうめい
救命;kiゅꜛうめい
糾明;kiゅꜛうめい
救命具;kiゅꜛうめꜜいぐ~
救命艇;kiゅꜛうめいてい
牛飯;giゅꜛうめし
球面;kiゅꜛうめん
球面;kiゅꜛうめꜜん
糾問;kiゅꜛうもん
牛屋;giゅꜛうやꜜ
旧訳;kiゅꜛうやく
旧約;kiゅꜛうやく
給油;kiゅꜛうゆ
旧友;kiゅꜛうゆう
級友;kiゅꜛうゆう
給与;ꜛkiゅꜜうよ
窮余;ꜛkiゅꜜうよ
急用;kiゅꜛうよう
休養;kiゅꜛうよう
給与所得;kiゅꜛうよしょꜜとく
旧来;ꜛkiゅꜜうらい
急落;kiゅꜛうらく
及落;kiゅꜛうらく
及落;ꜛkiゅꜜうらく
胡瓜;ꜛkiゅꜜうり
胡瓜揉み;kiゅꜛうりꜜもみ
胡瓜揉み;kiゅꜛうりもみ
急流;kiゅꜛうりゅう
給料;ꜛkiゅꜜうりょう
丘陵;kiゅꜛうりょう
旧領;kiゅꜛうりょう
休漁;kiゅꜛうりょう
給料取り;kiゅꜛうりょꜜうとり
給料日;kiゅꜛうりょꜜうび
給料袋;kiゅꜛうりょうぶꜜくろ
旧例;kiゅꜛうれい
旧暦;kiゅꜛうれき
球歴;kiゅꜛうれき
旧ろう;kiゅꜛうろう
旧臘;kiゅꜛうろう
キュッと;kiゅꜛっと
キュッと;ꜛkiゅꜜっと
ギュッと;giゅꜛっと
ギュッと;ꜛgiゅꜜっと
キュラソー;kiゅꜛらꜜそう
キュラソー;ꜛkiゅꜜらそう
キュリー;ꜛkiゅꜜりい
キュロット;ꜛkiゅꜜろっと
キュロット;kiゅꜛろꜜっと
寄与;ꜛkiꜜよ
居;ꜛkiょꜜ
虚;ꜛkiょꜜ
挙;ꜛkiょꜜ
巨悪;kiょꜛaく
巨悪;ꜛkiょꜜあく
清い;kiꜛよꜜい
虚位;ꜛkiょꜜい
御衣;ꜛgiょꜜい
御意;giょꜛい
御意;ꜛgiょꜜい
虚栄;kiょꜛえい
御詠;giょꜛえい
魚影;giょꜛえい
御詠;ꜛgiょꜜえい
魚影;ꜛgiょꜜえい
御宴;giょꜛえん
御苑;giょꜛえん
御宴;ꜛgiょꜜえん
御苑;ꜛgiょꜜえん
器用;ꜛkiꜜよう
来よう;kiꜛよꜜう
起用;kiꜛよう
紀要;kiꜛよう
凶;ꜛkiょꜜう
郷;ꜛkiょꜜう
強;ꜛkiょꜜう
京;ꜛkiょꜜう
今日;ꜛkiょꜜう
境;ꜛkiょꜜう
経;kiょꜛう
興;kiょꜛう
香;kiょꜛう
香;ꜛkiょꜜう
行;ꜛgiょꜜう
業;ꜛgiょꜜう
狭あい;kiょꜛうあい
狭隘;kiょꜛうあい
凶悪;kiょꜛうあく
凶悪犯;kiょꜛうあく*ꜜはん
凶悪犯;kiょꜛうあꜜく*はん
今日明日;ꜛkiょꜜうあす
今日明日;kiょꜛうあすꜜ
強圧;kiょꜛうあつ
教案;kiょꜛうあん
暁暗;giょꜛうあん
驚異;ꜛkiょꜜうい
脅威;ꜛkiょꜜうい
胸囲;ꜛkiょꜜうい
強意;ꜛkiょꜜうい
境域;kiょꜛういき
教育;kiょꜛういく
教育委員;kiょꜛういくいꜜいん
教育委員会;kiょꜛういくいいꜜんかい
教育家;kiょꜛういく*か
教育学部;kiょꜛういくがꜜくぶ
教育学部;kiょꜛういくが~ꜜくぶ
教育者;kiょꜛういく*ꜜしゃ
教育者;kiょꜛういꜜく*しゃ
教育長;kiょꜛういく*ꜜちょう
教育庁;kiょꜛういく*ꜜちょう
教育長;kiょꜛういꜜく*ちょう
教育庁;kiょꜛういꜜく*ちょう
教育テレビ;kiょꜛういく*てꜜれび
教員;kiょꜛういん
強運;kiょꜛううん
競泳;kiょꜛうえい
共栄;kiょꜛうえい
共益;kiょꜛうえき
共益費;kiょꜛうえꜜき*ひ
共益費;kiょꜛうえき*ꜜひ
恐悦;kiょꜛうえつ
競演;kiょꜛうえん
供宴;kiょꜛうえん
共演;kiょꜛうえん
供応;kiょꜛうおう
香落ち;kiょꜛうおち
京女;kiょꜛうおꜜんな
狂歌;ꜛkiょꜜうか
教科;ꜛkiょꜜうか
供花;ꜛkiょꜜうか
強化;ꜛkiょꜜうか
強化;kiょꜛうか
教化;ꜛkiょꜜうか
仰が;ꜛgiょꜜうが~
仰臥;ꜛgiょꜜうが~
協会;kiょꜛうかい
教会;kiょꜛうかい
境界;kiょꜛうかい
教戒;kiょꜛうかい
境涯;kiょꜛうが~い
境涯;ꜛkiょꜜうが~い
業界;giょꜛうかい
凝灰岩;giょꜛうかꜜいが~ん
教戒師;kiょꜛうかꜜいし
境界線;kiょꜛうかいせん
境界線;kiょꜛうかꜜいせん
教会堂;kiょꜛうかいどう
強化合宿;kiょꜛうかがꜜっし*ゅく
きょう限り;kiょꜛうかꜜぎ~り
胸郭;kiょꜛうかく
きょう客;kiょꜛうかく
侠客;kiょꜛうかく
教学;kiょꜛうが~く
共学;kiょꜛうが~く
驚がく;kiょꜛうが~く
驚愕;kiょꜛうが~く
行革;giょꜛうかく
仰角;giょꜛうかく
仰角;ꜛgiょꜜうかく
共学制;kiょꜛうが~く*せい
教科書;kiょꜛうかꜜしょ
経かたびら;kiょꜛうかꜜたびら
経帷子;kiょꜛうかꜜたびら
恐喝;kiょꜛうかつ
京がのこ;kiょꜛうが~ꜜのこ
京鹿子;kiょꜛうが~ꜜのこ
興がる;kiょꜛうが~ꜜる
教官;kiょꜛうかん
共感;kiょꜛうかん
経巻;kiょꜛうかん
郷関;kiょꜛうかん
叫喚;kiょꜛうかん
凶漢;kiょꜛうかん
行間;giょꜛうかん
狭軌;ꜛkiょꜜうき
驚喜;ꜛkiょꜜうき
狂喜;ꜛkiょꜜうき
